claim_id,description,actual_severity,filing_date
CLM00001,Hit by opening car door on 01/27/2025 at Somerville Parking Garage. Damage to fender of my 2022 Mercedes-Benz C-Class. Other party admitted fault.,Medium,2025-01-27
CLM00002,Rear-ended at intersection of Elm Street and Oak Ave in Boston on 03/10/2025. My 2020 Chevrolet Silverado sustained moderate damage to fender. Police report filed.,Medium,2025-03-10
CLM00003,Broken fender discovered on 02/21/2025 at Somerville Shopping Center. Likely vandalism while parked. 2019 Hyundai Elantra.,Low,2025-02-21
CLM00004,Shopping cart dent on passenger side at Somerville shopping center on 292 days ago. 2021 Volkswagen Jetta. Superficial damage only.,Low,2024-12-17
CLM00005,"Minor bumper contact in parking garage on August 21, 2025. 2019 Infiniti Q50. Both parties exchanged information.",Low,2025-08-21
CLM00006,"Bird damage to paint on hood on December 10, 2024. 2020 Chevrolet Silverado. Etching visible, needs touch-up.",Low,2024-12-10
CLM00007,Hit and run while parked on 56 days ago at Springfield Parking Garage. 2020 Chevrolet Silverado has significant damage to windshield. Witnesses provided partial plate number.,Medium,2025-08-10
CLM00008,"Small scratch along hood noticed on June 24, 2025. Unknown cause. 2019 Infiniti Q50 parked at Hartford Plaza.",Low,2025-06-24
CLM00009,Fender bender on 05/15/2025 at Pine Road in Quincy. 2021 Volvo XC90 damage to driver side door. Both drivers remained at scene.,Medium,2025-05-15
CLM00010,Hit and run while parked on 230 days ago at Newton Mall. 2019 Infiniti Q50 has significant damage to driver side door. Witnesses provided partial plate number.,Medium,2025-02-17
CLM00011,Minor scrape on side mirror while parking on 07/10/2025 at Hartford Parking Garage. 2019 Honda Accord. Paint transfer visible.,Low,2025-07-10
CLM00012,Rear-ended at intersection of School Road and Pleasant St in Lowell on 21 days ago. My 2018 Jeep Wrangler sustained moderate damage to fender. Police report filed.,Medium,2025-09-14
CLM00013,"Minor parking lot incident on November 12, 2024. Small scratch on headlight of my 2019 Nissan Altima. No injuries. Other party left contact information.",Low,2024-11-12
CLM00014,Hit by opening car door on 197 days ago at Quincy Parking Garage. Damage to passenger side of my 2019 Honda Accord. Other party admitted fault.,Medium,2025-03-22
CLM00015,"Tire damage from pothole on School Road on June 12, 2025. 2021 Mazda CX-5. Tire needs replacement.",Low,2025-06-12
CLM00016,Minor collision at stoplight on 11/23/2024. 2020 GMC Sierra bumped from behind. Damage to side mirror.,Medium,2024-11-23
CLM00017,"My 2018 Dodge Ram was struck by drunk driver on 188 days ago at Providence Mall. Extensive damage to quarter panel, driver side door, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-03-31
CLM00018,"Bird damage to paint on hood on November 06, 2024. 2021 Tesla Model 3. Etching visible, needs touch-up.",Low,2024-11-06
CLM00019,"Head-on collision on Hill Ave near Newton on September 24, 2025. 2020 Chevrolet Silverado sustained catastrophic front-end damage. Engine likely destroyed. Airbags deployed. Emergency services on scene. Vehicle total loss.",High,2025-09-24
CLM00020,"Shopping cart dent on front bumper at Medford shopping center on November 18, 2024. 2022 Acura MDX. Superficial damage only.",Low,2024-11-18
CLM00021,Broken front bumper discovered on 02/28/2025 at Boston Mall. Likely vandalism while parked. 2018 Ford F-150.,Low,2025-02-28
CLM00022,Windshield chip from road debris on 113 days ago while driving on Pine Road. 2019 Infiniti Q50. Small chip needs repair before it spreads.,Low,2025-06-14
CLM00023,"Minor bumper contact in parking garage on February 26, 2025. 2019 Nissan Altima. Both parties exchanged information.",Low,2025-02-26
CLM00024,Broken quarter panel discovered on 47 days ago at Newton Shopping Center. Likely vandalism while parked. 2020 Chevrolet Silverado.,Low,2025-08-19
CLM00025,"Devastating hail storm on February 12, 2025 damaged 2021 Mazda CX-5 and property. Multiple dents across hood, roof, and trunk. Windows cracked. Vehicle requires extensive repairs. Storm damage assessment needed.",High,2025-02-12
CLM00026,Broken windshield discovered on 04/17/2025 at Malden Parking Garage. Likely vandalism while parked. 2022 Mercedes-Benz C-Class.,Low,2025-04-17
CLM00027,Minor bumper contact in parking garage on 06/13/2025. 2021 Volvo XC90. Both parties exchanged information.,Low,2025-06-13
CLM00028,Rear-ended at intersection of Oak Ave and Union Street in Lynn on 03/26/2025. My 2021 Mazda CX-5 sustained moderate damage to windshield. Police report filed.,Medium,2025-03-26
CLM00029,"Backed into pole in parking lot on 96 days ago at Springfield Parking Garage. 2018 Dodge Ram has dent in side mirror. My fault, estimated repair cost $3,500.",Medium,2025-07-01
CLM00030,Tire damage from pothole on Union Street on 05/04/2025. 2020 Kia Sorento. Tire needs replacement.,Low,2025-05-04
CLM00031,Small dent from hail storm on 01/09/2025. 2019 Nissan Altima parked at Cambridge Parking Garage. fender affected.,Low,2025-01-09
CLM00032,"Minor scrape on quarter panel while parking on October 22, 2024 at Cambridge Mall. 2021 Volkswagen Jetta. Paint transfer visible.",Low,2024-10-22
CLM00033,Minor scrape on fender while parking on 77 days ago at Worcester Parking Garage. 2020 Chevrolet Silverado. Paint transfer visible.,Low,2025-07-20
CLM00034,"Minor scrape on fender while parking on April 01, 2025 at Malden Plaza. 2020 GMC Sierra. Paint transfer visible.",Low,2025-04-01
CLM00035,"Hit and run while parked on August 10, 2025 at Brookline Parking Garage. 2022 BMW X5 has significant damage to tail light. Witnesses provided partial plate number.",Medium,2025-08-10
CLM00036,Shopping cart dent on headlight at Waltham shopping center on 11/08/2024. 2020 GMC Sierra. Superficial damage only.,Low,2024-11-08
CLM00037,"Minor parking lot incident on June 16, 2025. Small scratch on side mirror of my 2021 Tesla Model 3. No injuries. Other party left contact information.",Low,2025-06-16
CLM00038,"Vehicle damaged by shopping cart blown by wind on April 07, 2025. 2020 Lexus RX has dents on side mirror. Security footage available.",Medium,2025-04-07
CLM00039,Small dent from hail storm on 10/27/2024. 2019 Hyundai Elantra parked at Newton Shopping Center. side mirror affected.,Low,2024-10-27
CLM00040,Minor parking lot incident on 06/14/2025. Small scratch on side mirror of my 2022 Mercedes-Benz C-Class. No injuries. Other party left contact information.,Low,2025-06-14
CLM00041,"Windshield chip from road debris on October 26, 2024 while driving on Broadway. 2020 Chevrolet Silverado. Small chip needs repair before it spreads.",Low,2024-10-26
CLM00042,"Fender bender on August 09, 2025 at Oak Ave in Waltham. 2019 Audi A4 damage to windshield. Both drivers remained at scene.",Medium,2025-08-09
CLM00043,Minor scrape on driver side door while parking on 07/11/2025 at Lowell Plaza. 2019 Hyundai Elantra. Paint transfer visible.,Low,2025-07-11
CLM00044,"Minor parking lot incident on October 24, 2024. Small scratch on driver side door of my 2020 Lexus RX. No injuries. Other party left contact information.",Low,2024-10-24
CLM00045,"Bird damage to paint on hood on 17 days ago. 2019 Honda Accord. Etching visible, needs touch-up.",Low,2025-09-18
CLM00046,Collision with deer on Pleasant St near Somerville on 292 days ago. 2019 Nissan Altima has front-end damage including windshield and rear bumper. Police report available.,Medium,2024-12-17
CLM00047,Collision with deer on Spring St near Lynn on 12/03/2024. 2021 Volvo XC90 has front-end damage including headlight and windshield. Police report available.,Medium,2024-12-03
CLM00048,"Tire damage from pothole on Summer St on September 10, 2025. 2022 BMW X5. Tire needs replacement.",Low,2025-09-10
CLM00049,Broken driver side door discovered on 246 days ago at Quincy Plaza. Likely vandalism while parked. 2018 Dodge Ram.,Low,2025-02-01
CLM00050,Hit by opening car door on 222 days ago at Waltham Mall. Damage to windshield of my 2022 Acura MDX. Other party admitted fault.,Medium,2025-02-25
CLM00051,Windshield chip from road debris on 289 days ago while driving on Lake Street. 2021 Tesla Model 3. Small chip needs repair before it spreads.,Low,2024-12-20
CLM00052,"Bird damage to paint on hood on November 28, 2024. 2022 BMW X5. Etching visible, needs touch-up.",Low,2024-11-28
CLM00053,Side-swiped on highway near Somerville on 157 days ago. 2022 Mercedes-Benz C-Class has damage to windshield and passenger side. Other driver cited for unsafe lane change.,Medium,2025-05-01
CLM00054,Small scratch along hood noticed on 03/14/2025. Unknown cause. 2020 Toyota Camry parked at Cambridge Shopping Center.,Low,2025-03-14
CLM00055,Minor bumper contact in parking garage on 17 days ago. 2020 Lexus RX. Both parties exchanged information.,Low,2025-09-18
CLM00056,Windshield chip from road debris on 265 days ago while driving on Lake Street. 2020 GMC Sierra. Small chip needs repair before it spreads.,Low,2025-01-13
CLM00057,"Small dent from hail storm on August 12, 2025. 2018 Ford F-150 parked at Lynn Parking Garage. side mirror affected.",Low,2025-08-12
CLM00058,"Bird damage to paint on hood on August 25, 2025. 2019 Honda Accord. Etching visible, needs touch-up.",Low,2025-08-25
CLM00059,Vehicle damaged by shopping cart blown by wind on 27 days ago. 2020 Lexus RX has dents on front bumper. Security footage available.,Medium,2025-09-08
CLM00060,"Shopping cart dent on windshield at Malden shopping center on February 03, 2025. 2020 Kia Sorento. Superficial damage only.",Low,2025-02-03
CLM00061,"Small dent from hail storm on November 13, 2024. 2022 Acura MDX parked at Quincy Parking Garage. tail light affected.",Low,2024-11-13
CLM00062,Broken windshield discovered on 01/23/2025 at Hartford Mall. Likely vandalism while parked. 2021 Tesla Model 3.,Low,2025-01-23
CLM00063,"Shopping cart dent on side mirror at Newton shopping center on July 17, 2025. 2018 Jeep Wrangler. Superficial damage only.",Low,2025-07-17
CLM00064,"Bird damage to paint on hood on 02/02/2025. 2020 Toyota Camry. Etching visible, needs touch-up.",Low,2025-02-02
CLM00065,"Hit by opening car door on January 27, 2025 at Hartford Plaza. Damage to passenger side of my 2020 Subaru Outback. Other party admitted fault.",Medium,2025-01-27
CLM00066,"Bird damage to paint on hood on December 15, 2024. 2019 Nissan Altima. Etching visible, needs touch-up.",Low,2024-12-15
CLM00067,Minor scrape on passenger side while parking on 282 days ago at Malden Parking Garage. 2020 Kia Sorento. Paint transfer visible.,Low,2024-12-27
CLM00068,Minor parking lot incident on 342 days ago. Small scratch on rear bumper of my 2020 Subaru Outback. No injuries. Other party left contact information.,Low,2024-10-28
CLM00069,"Small dent from hail storm on January 01, 2025. 2022 Mercedes-Benz C-Class parked at Quincy Plaza. quarter panel affected.",Low,2025-01-01
CLM00070,"Backed into pole in parking lot on 299 days ago at Brookline Plaza. 2018 Jeep Wrangler has dent in rear bumper. My fault, estimated repair cost $3,500.",Medium,2024-12-10
CLM00071,Vehicle struck by falling branch during storm on 12/03/2024. 2021 Volkswagen Jetta has damage to driver side door and windshield. Tree maintenance company notified.,Medium,2024-12-03
CLM00072,"Bird damage to paint on hood on 02/09/2025. 2019 Honda Accord. Etching visible, needs touch-up.",Low,2025-02-09
CLM00073,Vehicle damaged by shopping cart blown by wind on 04/14/2025. 2018 Ford F-150 has dents on tail light. Security footage available.,Medium,2025-04-14
CLM00074,Broken windshield discovered on 207 days ago at Waltham Plaza. Likely vandalism while parked. 2019 Nissan Altima.,Low,2025-03-12
CLM00075,Tire damage from pothole on Elm Street on 12/09/2024. 2019 Nissan Altima. Tire needs replacement.,Low,2024-12-09
CLM00076,"Backed into pole in parking lot on 09/14/2025 at Lynn Parking Garage. 2022 Mercedes-Benz C-Class has dent in tail light. My fault, estimated repair cost $3,500.",Medium,2025-09-14
CLM00077,Fender bender on 51 days ago at Forest Drive in Brookline. 2019 Honda Accord damage to rear bumper. Both drivers remained at scene.,Medium,2025-08-15
CLM00078,"Windshield chip from road debris on August 16, 2025 while driving on Elm Street. 2019 Audi A4. Small chip needs repair before it spreads.",Low,2025-08-16
CLM00079,"Tree fell on 2019 Audi A4 during severe storm on March 15, 2025 at 6032 School Road, Malden. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-03-15
CLM00080,Minor scrape on hood while parking on 169 days ago at Somerville Plaza. 2019 Honda Accord. Paint transfer visible.,Low,2025-04-19
CLM00081,"Shopping cart dent on windshield at Lynn shopping center on June 09, 2025. 2019 Infiniti Q50. Superficial damage only.",Low,2025-06-09
CLM00082,Side-swiped on highway near Malden on 347 days ago. 2022 BMW X5 has damage to quarter panel and fender. Other driver cited for unsafe lane change.,Medium,2024-10-23
CLM00083,"Bird damage to paint on hood on 06/06/2025. 2019 Nissan Altima. Etching visible, needs touch-up.",Low,2025-06-06
CLM00084,Vehicle damaged by shopping cart blown by wind on 04/04/2025. 2019 Nissan Altima has dents on passenger side. Security footage available.,Medium,2025-04-04
CLM00085,Small dent from hail storm on 312 days ago. 2019 Hyundai Elantra parked at Worcester Shopping Center. tail light affected.,Low,2024-11-27
CLM00086,"Vehicle damaged by shopping cart blown by wind on October 02, 2025. 2020 Subaru Outback has dents on headlight. Security footage available.",Medium,2025-10-02
CLM00087,"Broken quarter panel discovered on June 14, 2025 at Cambridge Mall. Likely vandalism while parked. 2019 Infiniti Q50.",Low,2025-06-14
CLM00088,"Multi-vehicle pileup on 218 days ago on highway near Worcester. 2020 Chevrolet Silverado sandwiched between two vehicles. Damage to front and rear including hood, quarter panel, quarter panel. Major traffic incident with police investigation ongoing.",High,2025-03-01
CLM00089,Collision with deer on Pine Road near Somerville on 06/30/2025. 2020 Kia Sorento has front-end damage including rear bumper and front bumper. Police report available.,Medium,2025-06-30
CLM00090,"Minor bumper contact in parking garage on August 21, 2025. 2018 Ford F-150. Both parties exchanged information.",Low,2025-08-21
CLM00091,Tire damage from pothole on Highland Ave on 58 days ago. 2020 Chevrolet Silverado. Tire needs replacement.,Low,2025-08-08
CLM00092,Hit and run while parked on 210 days ago at Lowell Parking Garage. 2021 Volkswagen Jetta has significant damage to headlight. Witnesses provided partial plate number.,Medium,2025-03-09
CLM00093,Small dent from hail storm on 02/18/2025. 2021 Mazda CX-5 parked at Lynn Shopping Center. side mirror affected.,Low,2025-02-18
CLM00094,"Minor scrape on passenger side while parking on March 16, 2025 at Malden Shopping Center. 2022 Mercedes-Benz C-Class. Paint transfer visible.",Low,2025-03-16
CLM00095,Collision with deer on Broadway near Quincy on 01/11/2025. 2020 Chevrolet Silverado has front-end damage including driver side door and quarter panel. Police report available.,Medium,2025-01-11
CLM00096,Minor parking lot incident on 10/11/2024. Small scratch on front bumper of my 2020 Lexus RX. No injuries. Other party left contact information.,Low,2024-10-11
CLM00097,"Vehicle damaged by shopping cart blown by wind on October 05, 2024. 2020 Lexus RX has dents on windshield. Security footage available.",Medium,2024-10-05
CLM00098,Tire damage from pothole on Spring St on 09/27/2025. 2021 Volkswagen Jetta. Tire needs replacement.,Low,2025-09-27
CLM00099,Tire damage from pothole on Broadway on 339 days ago. 2022 BMW X5. Tire needs replacement.,Low,2024-10-31
CLM00100,Minor bumper contact in parking garage on 30 days ago. 2020 Subaru Outback. Both parties exchanged information.,Low,2025-09-05
CLM00101,"Collision with deer on Union Street near Worcester on September 26, 2025. 2020 Lexus RX has front-end damage including quarter panel and side mirror. Police report available.",Medium,2025-09-26
CLM00102,Side-swiped on highway near Providence on 10/14/2024. 2020 Toyota Camry has damage to windshield and rear bumper. Other driver cited for unsafe lane change.,Medium,2024-10-14
CLM00103,Fender bender on 11/23/2024 at Park Ave in Medford. 2018 Jeep Wrangler damage to driver side door. Both drivers remained at scene.,Medium,2024-11-23
CLM00104,"Tree fell on 2020 Subaru Outback during severe storm on May 20, 2025 at 848 Summer St, Lynn. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-05-20
CLM00105,Small scratch along front bumper noticed on 174 days ago. Unknown cause. 2020 Toyota Camry parked at Newton Parking Garage.,Low,2025-04-14
CLM00106,Hit and run while parked on 12/28/2024 at Hartford Mall. 2019 Honda Accord has significant damage to hood. Witnesses provided partial plate number.,Medium,2024-12-28
CLM00107,Windshield chip from road debris on 62 days ago while driving on Highland Ave. 2018 Jeep Wrangler. Small chip needs repair before it spreads.,Low,2025-08-04
CLM00108,Small dent from hail storm on 71 days ago. 2021 Volkswagen Jetta parked at Malden Shopping Center. trunk affected.,Low,2025-07-26
CLM00109,Minor bumper contact in parking garage on 10/07/2024. 2019 Infiniti Q50. Both parties exchanged information.,Low,2024-10-07
CLM00110,"Side-swiped on highway near Brookline on January 25, 2025. 2020 Chevrolet Silverado has damage to trunk and rear bumper. Other driver cited for unsafe lane change.",Medium,2025-01-25
CLM00111,Minor bumper contact in parking garage on 284 days ago. 2019 Hyundai Elantra. Both parties exchanged information.,Low,2024-12-25
CLM00112,"Tire damage from pothole on Summer St on December 20, 2024. 2018 Ford F-150. Tire needs replacement.",Low,2024-12-20
CLM00113,"Bird damage to paint on hood on May 20, 2025. 2020 GMC Sierra. Etching visible, needs touch-up.",Low,2025-05-20
CLM00114,Minor parking lot incident on 12/12/2024. Small scratch on trunk of my 2022 Acura MDX. No injuries. Other party left contact information.,Low,2024-12-12
CLM00115,"Vehicle damaged by shopping cart blown by wind on October 14, 2024. 2021 Volkswagen Jetta has dents on passenger side. Security footage available.",Medium,2024-10-14
CLM00116,Broken fender discovered on 94 days ago at Lowell Plaza. Likely vandalism while parked. 2022 Mercedes-Benz C-Class.,Low,2025-07-03
CLM00117,"Total loss - 2021 Volkswagen Jetta completely submerged during flooding on School Road near Lynn on October 30, 2024. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.",High,2024-10-30
CLM00118,Tire damage from pothole on Pine Road on 05/10/2025. 2019 Audi A4. Tire needs replacement.,Low,2025-05-10
CLM00119,"Shopping cart dent on quarter panel at Waltham shopping center on February 16, 2025. 2020 Chevrolet Silverado. Superficial damage only.",Low,2025-02-16
CLM00120,"Minor scrape on side mirror while parking on September 13, 2025 at Lynn Shopping Center. 2022 Mercedes-Benz C-Class. Paint transfer visible.",Low,2025-09-13
CLM00121,"Minor bumper contact in parking garage on May 06, 2025. 2019 Honda Accord. Both parties exchanged information.",Low,2025-05-06
CLM00122,Broken headlight discovered on 10/20/2024 at Waltham Shopping Center. Likely vandalism while parked. 2019 Nissan Altima.,Low,2024-10-20
CLM00123,"Shopping cart dent on tail light at Somerville shopping center on March 27, 2025. 2022 Mercedes-Benz C-Class. Superficial damage only.",Low,2025-03-27
CLM00124,"Fender bender on December 30, 2024 at Highland Ave in Medford. 2020 Kia Sorento damage to quarter panel. Both drivers remained at scene.",Medium,2024-12-30
CLM00125,Vehicle struck by falling branch during storm on 10/13/2024. 2020 Toyota Camry has damage to hood and windshield. Tree maintenance company notified.,Medium,2024-10-13
CLM00126,Shopping cart dent on passenger side at Boston shopping center on 12/21/2024. 2019 Honda Accord. Superficial damage only.,Low,2024-12-21
CLM00127,Head-on collision on Spring St near Lowell on 10/26/2024. 2021 Volkswagen Jetta sustained catastrophic front-end damage. Engine likely destroyed. Airbags deployed. Emergency services on scene. Vehicle total loss.,High,2024-10-26
CLM00128,"My 2019 Infiniti Q50 was struck by drunk driver on 06/03/2025 at Lynn Shopping Center. Extensive damage to trunk, driver side door, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-06-03
CLM00129,Broken driver side door discovered on 03/11/2025 at Quincy Plaza. Likely vandalism while parked. 2019 Honda Accord.,Low,2025-03-11
CLM00130,Tire damage from pothole on Hill Ave on 11/10/2024. 2020 Kia Sorento. Tire needs replacement.,Low,2024-11-10
CLM00131,Hit and run while parked on 09/26/2025 at Hartford Plaza. 2022 Acura MDX has significant damage to hood. Witnesses provided partial plate number.,Medium,2025-09-26
CLM00132,"Broken driver side door discovered on December 06, 2024 at Springfield Parking Garage. Likely vandalism while parked. 2019 Infiniti Q50.",Low,2024-12-06
CLM00133,"Fender bender on December 13, 2024 at Church St in Brookline. 2019 Honda Accord damage to trunk. Both drivers remained at scene.",Medium,2024-12-13
CLM00134,"Small scratch along hood noticed on March 16, 2025. Unknown cause. 2022 BMW X5 parked at Waltham Shopping Center.",Low,2025-03-16
CLM00135,Hit by opening car door on 236 days ago at Waltham Shopping Center. Damage to hood of my 2019 Nissan Altima. Other party admitted fault.,Medium,2025-02-11
CLM00136,Small dent from hail storm on 333 days ago. 2020 Kia Sorento parked at Cambridge Parking Garage. side mirror affected.,Low,2024-11-06
CLM00137,Rear-ended at intersection of Washington Blvd and Union Street in Providence on 01/21/2025. My 2022 Acura MDX sustained moderate damage to fender. Police report filed.,Medium,2025-01-21
CLM00138,"Tire damage from pothole on Pine Road on April 27, 2025. 2019 Honda Accord. Tire needs replacement.",Low,2025-04-27
CLM00139,Minor bumper contact in parking garage on 243 days ago. 2019 Hyundai Elantra. Both parties exchanged information.,Low,2025-02-04
CLM00140,Small scratch along rear bumper noticed on 309 days ago. Unknown cause. 2020 GMC Sierra parked at Springfield Parking Garage.,Low,2024-11-30
CLM00141,Minor bumper contact in parking garage on 107 days ago. 2021 Tesla Model 3. Both parties exchanged information.,Low,2025-06-20
CLM00142,"Minor parking lot incident on April 18, 2025. Small scratch on trunk of my 2022 Mercedes-Benz C-Class. No injuries. Other party left contact information.",Low,2025-04-18
CLM00143,"Vehicle struck by falling branch during storm on November 11, 2024. 2019 Honda Accord has damage to driver side door and windshield. Tree maintenance company notified.",Medium,2024-11-11
CLM00144,Minor parking lot incident on 176 days ago. Small scratch on fender of my 2018 Dodge Ram. No injuries. Other party left contact information.,Low,2025-04-12
CLM00145,Hit by opening car door on 06/23/2025 at Worcester Plaza. Damage to trunk of my 2019 Honda Accord. Other party admitted fault.,Medium,2025-06-23
CLM00146,Hit and run while parked on 51 days ago at Brookline Mall. 2021 Mazda CX-5 has significant damage to headlight. Witnesses provided partial plate number.,Medium,2025-08-15
CLM00147,Tire damage from pothole on Cedar Lane on 08/23/2025. 2019 Honda Accord. Tire needs replacement.,Low,2025-08-23
CLM00148,Broken headlight discovered on 300 days ago at Hartford Shopping Center. Likely vandalism while parked. 2020 Lexus RX.,Low,2024-12-09
CLM00149,Small dent from hail storm on 01/21/2025. 2018 Dodge Ram parked at Malden Shopping Center. quarter panel affected.,Low,2025-01-21
CLM00150,Shopping cart dent on driver side door at Worcester shopping center on 72 days ago. 2021 Mazda CX-5. Superficial damage only.,Low,2025-07-25
CLM00151,"Collision with deer on Lake Street near Boston on January 26, 2025. 2020 Lexus RX has front-end damage including passenger side and passenger side. Police report available.",Medium,2025-01-26
CLM00152,Minor collision at stoplight on 215 days ago. 2022 Mercedes-Benz C-Class bumped from behind. Damage to hood.,Medium,2025-03-04
CLM00153,Shopping cart dent on front bumper at Medford shopping center on 344 days ago. 2019 Honda Accord. Superficial damage only.,Low,2024-10-26
CLM00154,"Shopping cart dent on side mirror at Lowell shopping center on November 17, 2024. 2018 Jeep Wrangler. Superficial damage only.",Low,2024-11-17
CLM00155,Minor bumper contact in parking garage on 07/08/2025. 2022 Acura MDX. Both parties exchanged information.,Low,2025-07-08
CLM00156,"Windshield chip from road debris on April 03, 2025 while driving on Broadway. 2022 BMW X5. Small chip needs repair before it spreads.",Low,2025-04-03
CLM00157,Minor parking lot incident on 05/24/2025. Small scratch on trunk of my 2019 Audi A4. No injuries. Other party left contact information.,Low,2025-05-24
CLM00158,"Shopping cart dent on passenger side at Brookline shopping center on January 31, 2025. 2018 Jeep Wrangler. Superficial damage only.",Low,2025-01-31
CLM00159,"Vehicle damaged by shopping cart blown by wind on August 31, 2025. 2020 Kia Sorento has dents on front bumper. Security footage available.",Medium,2025-08-31
CLM00160,"Minor scrape on passenger side while parking on July 08, 2025 at Boston Mall. 2018 Ford F-150. Paint transfer visible.",Low,2025-07-08
CLM00161,"URGENT: House fire at 1854 Lake Street, Malden on 217 days ago. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $100,000. Fire department report available. Family displaced.",High,2025-03-02
CLM00162,"Backed into pole in parking lot on 307 days ago at Boston Plaza. 2022 Mercedes-Benz C-Class has dent in passenger side. My fault, estimated repair cost $3,500.",Medium,2024-12-02
CLM00163,Windshield chip from road debris on 09/08/2025 while driving on Spring St. 2020 Subaru Outback. Small chip needs repair before it spreads.,Low,2025-09-08
CLM00164,Windshield chip from road debris on 04/01/2025 while driving on Spring St. 2022 Mercedes-Benz C-Class. Small chip needs repair before it spreads.,Low,2025-04-01
CLM00165,"Small scratch along fender noticed on October 13, 2024. Unknown cause. 2020 Toyota Camry parked at Newton Mall.",Low,2024-10-13
CLM00166,Collision with deer on Spring St near Malden on 07/24/2025. 2019 Audi A4 has front-end damage including front bumper and front bumper. Police report available.,Medium,2025-07-24
CLM00167,Small dent from hail storm on 98 days ago. 2019 Nissan Altima parked at Brookline Mall. tail light affected.,Low,2025-06-29
CLM00168,"Devastating hail storm on 07/09/2025 damaged 2021 Tesla Model 3 and property. Multiple dents across hood, roof, and trunk. Windows cracked. Vehicle requires extensive repairs. Storm damage assessment needed.",High,2025-07-09
