claim_id,description,actual_severity,filing_date
CLM00337,"Multi-vehicle pileup on 11/12/2024 on highway near Springfield. 2020 Subaru Outback sandwiched between two vehicles. Damage to front and rear including rear bumper, passenger side, front bumper. Major traffic incident with police investigation ongoing.",High,2024-11-12
CLM00338,Small dent from hail storm on 10/21/2024. 2022 BMW X5 parked at Springfield Parking Garage. rear bumper affected.,Low,2024-10-21
CLM00339,Small scratch along rear bumper noticed on 37 days ago. Unknown cause. 2020 GMC Sierra parked at Worcester Plaza.,Low,2025-08-29
CLM00340,Minor bumper contact in parking garage on 04/23/2025. 2020 Chevrolet Silverado. Both parties exchanged information.,Low,2025-04-23
CLM00341,"Rear-ended at intersection of Pine Road and Highland Ave in Worcester on January 11, 2025. My 2022 Acura MDX sustained moderate damage to side mirror. Police report filed.",Medium,2025-01-11
CLM00342,"Small dent from hail storm on May 04, 2025. 2019 Honda Accord parked at Quincy Plaza. driver side door affected.",Low,2025-05-04
CLM00343,Small scratch along headlight noticed on 09/12/2025. Unknown cause. 2022 Mercedes-Benz C-Class parked at Boston Mall.,Low,2025-09-12
CLM00344,Small dent from hail storm on 158 days ago. 2020 Subaru Outback parked at Hartford Mall. driver side door affected.,Low,2025-04-30
CLM00345,"Fender bender on December 13, 2024 at Spring St in Medford. 2018 Ford F-150 damage to front bumper. Both drivers remained at scene.",Medium,2024-12-13
CLM00346,"Windshield chip from road debris on July 22, 2025 while driving on Park Ave. 2019 Honda Accord. Small chip needs repair before it spreads.",Low,2025-07-22
CLM00347,Collision with deer on Broadway near Brookline on 11/07/2024. 2021 Volkswagen Jetta has front-end damage including rear bumper and hood. Police report available.,Medium,2024-11-07
CLM00348,"Tree fell on 2021 Volvo XC90 during severe storm on 02/16/2025 at 5175 Hill Ave, Waltham. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-02-16
CLM00349,"Severe accident on highway near Somerville on October 22, 2024. 2021 Volvo XC90 struck by semi-truck. Major damage to entire side mirror side. Vehicle towed from scene. Hospital treatment required. Police report number RPT797707.",High,2024-10-22
CLM00350,Side-swiped on highway near Providence on 271 days ago. 2022 Acura MDX has damage to passenger side and hood. Other driver cited for unsafe lane change.,Medium,2025-01-07
CLM00351,Minor bumper contact in parking garage on 06/23/2025. 2022 Mercedes-Benz C-Class. Both parties exchanged information.,Low,2025-06-23
CLM00352,"Windshield chip from road debris on March 24, 2025 while driving on Lake Street. 2021 Volkswagen Jetta. Small chip needs repair before it spreads.",Low,2025-03-24
CLM00353,Total loss - 2020 GMC Sierra completely submerged during flooding on Church St near Brookline on 12 days ago. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-09-23
CLM00354,Vehicle damaged by shopping cart blown by wind on 06/29/2025. 2021 Volvo XC90 has dents on passenger side. Security footage available.,Medium,2025-06-29
CLM00355,"URGENT: House fire at 567 Park Ave, Boston on 247 days ago. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $200,000. Fire department report available. Family displaced.",High,2025-01-31
CLM00356,"Minor bumper contact in parking garage on March 20, 2025. 2020 Lexus RX. Both parties exchanged information.",Low,2025-03-20
CLM00357,"Minor bumper contact in parking garage on November 23, 2024. 2019 Nissan Altima. Both parties exchanged information.",Low,2024-11-23
CLM00358,"Bird damage to paint on hood on 03/29/2025. 2020 Kia Sorento. Etching visible, needs touch-up.",Low,2025-03-29
CLM00359,"Windshield chip from road debris on May 17, 2025 while driving on School Road. 2019 Hyundai Elantra. Small chip needs repair before it spreads.",Low,2025-05-17
CLM00360,Shopping cart dent on fender at Cambridge shopping center on 150 days ago. 2019 Honda Accord. Superficial damage only.,Low,2025-05-08
CLM00361,"URGENT: 2019 Nissan Altima stolen from Providence Parking Garage on July 25, 2025. Vehicle found abandoned three days later with severe damage. passenger side and headlight destroyed. Interior vandalized. Police report filed. Recovery investigation ongoing.",High,2025-07-25
CLM00362,"Backed into pole in parking lot on October 17, 2024 at Hartford Plaza. 2018 Dodge Ram has dent in trunk. My fault, estimated repair cost $3,500.",Medium,2024-10-17
CLM00363,Collision with deer on Lake Street near Lynn on 03/07/2025. 2022 BMW X5 has front-end damage including windshield and trunk. Police report available.,Medium,2025-03-07
CLM00364,"Small scratch along windshield noticed on August 06, 2025. Unknown cause. 2019 Infiniti Q50 parked at Quincy Mall.",Low,2025-08-06
CLM00365,Shopping cart dent on passenger side at Springfield shopping center on 18 days ago. 2021 Mazda CX-5. Superficial damage only.,Low,2025-09-17
CLM00366,Vehicle struck by falling branch during storm on 11/21/2024. 2018 Dodge Ram has damage to hood and windshield. Tree maintenance company notified.,Medium,2024-11-21
CLM00367,Small dent from hail storm on 109 days ago. 2019 Audi A4 parked at Hartford Parking Garage. fender affected.,Low,2025-06-18
CLM00368,"Minor parking lot incident on December 12, 2024. Small scratch on side mirror of my 2019 Hyundai Elantra. No injuries. Other party left contact information.",Low,2024-12-12
CLM00369,"Multi-vehicle pileup on 250 days ago on highway near Quincy. 2022 Mercedes-Benz C-Class sandwiched between two vehicles. Damage to front and rear including quarter panel, front bumper, windshield. Major traffic incident with police investigation ongoing.",High,2025-01-28
CLM00370,"Vehicle damaged by shopping cart blown by wind on November 12, 2024. 2018 Ford F-150 has dents on hood. Security footage available.",Medium,2024-11-12
CLM00371,"URGENT: Major collision on 07/03/2025 at Forest Drive and Spring St in Lowell. My 2022 Acura MDX was hit by driver who ran red light. Extensive damage to hood, driver side door, and front bumper. Airbags deployed. Multiple injuries. Police and ambulance responded. Need immediate assistance.",High,2025-07-03
CLM00372,"Head-on collision on Lake Street near Somerville on April 09, 2025. 2022 Mercedes-Benz C-Class sustained catastrophic front-end damage. Engine likely destroyed. Airbags deployed. Emergency services on scene. Vehicle total loss.",High,2025-04-09
CLM00373,Minor collision at stoplight on 04/22/2025. 2019 Hyundai Elantra bumped from behind. Damage to tail light.,Medium,2025-04-22
CLM00374,Broken passenger side discovered on 02/27/2025 at Lynn Mall. Likely vandalism while parked. 2020 Lexus RX.,Low,2025-02-27
CLM00375,"Small dent from hail storm on May 18, 2025. 2019 Nissan Altima parked at Boston Parking Garage. side mirror affected.",Low,2025-05-18
CLM00376,"Hit by opening car door on October 21, 2024 at Quincy Mall. Damage to hood of my 2020 Lexus RX. Other party admitted fault.",Medium,2024-10-21
CLM00377,Shopping cart dent on passenger side at Waltham shopping center on 06/19/2025. 2020 Subaru Outback. Superficial damage only.,Low,2025-06-19
CLM00378,"Vehicle struck by falling branch during storm on August 23, 2025. 2020 Lexus RX has damage to driver side door and windshield. Tree maintenance company notified.",Medium,2025-08-23
CLM00379,Hit and run while parked on 349 days ago at Waltham Plaza. 2020 Toyota Camry has significant damage to headlight. Witnesses provided partial plate number.,Medium,2024-10-21
CLM00380,Minor scrape on side mirror while parking on 01/16/2025 at Hartford Parking Garage. 2021 Mazda CX-5. Paint transfer visible.,Low,2025-01-16
CLM00381,Windshield chip from road debris on 176 days ago while driving on School Road. 2019 Nissan Altima. Small chip needs repair before it spreads.,Low,2025-04-12
CLM00382,"Bird damage to paint on hood on June 21, 2025. 2020 Chevrolet Silverado. Etching visible, needs touch-up.",Low,2025-06-21
CLM00383,Minor collision at stoplight on 03/12/2025. 2021 Mazda CX-5 bumped from behind. Damage to fender.,Medium,2025-03-12
CLM00384,Vehicle damaged by shopping cart blown by wind on 11/20/2024. 2018 Jeep Wrangler has dents on side mirror. Security footage available.,Medium,2024-11-20
CLM00385,"Shopping cart dent on hood at Medford shopping center on November 04, 2024. 2021 Volkswagen Jetta. Superficial damage only.",Low,2024-11-04
CLM00386,Small scratch along driver side door noticed on 02/10/2025. Unknown cause. 2019 Nissan Altima parked at Malden Plaza.,Low,2025-02-10
CLM00387,Windshield chip from road debris on 11 days ago while driving on Oak Ave. 2019 Hyundai Elantra. Small chip needs repair before it spreads.,Low,2025-09-24
CLM00388,"Side-swiped on highway near Boston on March 13, 2025. 2022 Mercedes-Benz C-Class has damage to trunk and passenger side. Other driver cited for unsafe lane change.",Medium,2025-03-13
CLM00389,"Multi-vehicle pileup on 145 days ago on highway near Malden. 2018 Jeep Wrangler sandwiched between two vehicles. Damage to front and rear including headlight, trunk, trunk. Major traffic incident with police investigation ongoing.",High,2025-05-13
CLM00390,"Collision with deer on School Road near Hartford on July 12, 2025. 2018 Dodge Ram has front-end damage including front bumper and fender. Police report available.",Medium,2025-07-12
CLM00391,Minor scrape on rear bumper while parking on 11/12/2024 at Hartford Plaza. 2022 Acura MDX. Paint transfer visible.,Low,2024-11-12
CLM00392,Minor scrape on tail light while parking on 154 days ago at Waltham Parking Garage. 2020 GMC Sierra. Paint transfer visible.,Low,2025-05-04
CLM00393,Vehicle struck by falling branch during storm on 73 days ago. 2019 Honda Accord has damage to front bumper and windshield. Tree maintenance company notified.,Medium,2025-07-24
CLM00394,"Small scratch along headlight noticed on September 20, 2025. Unknown cause. 2018 Ford F-150 parked at Providence Parking Garage.",Low,2025-09-20
CLM00395,Minor bumper contact in parking garage on 123 days ago. 2020 Kia Sorento. Both parties exchanged information.,Low,2025-06-04
CLM00396,"Total loss - 2020 Kia Sorento completely submerged during flooding on Pine Road near Malden on June 21, 2025. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.",High,2025-06-21
CLM00397,Hit by opening car door on 04/30/2025 at Newton Parking Garage. Damage to passenger side of my 2020 Subaru Outback. Other party admitted fault.,Medium,2025-04-30
CLM00398,Minor parking lot incident on 07/13/2025. Small scratch on fender of my 2020 GMC Sierra. No injuries. Other party left contact information.,Low,2025-07-13
CLM00399,Minor parking lot incident on 83 days ago. Small scratch on windshield of my 2018 Jeep Wrangler. No injuries. Other party left contact information.,Low,2025-07-14
CLM00400,Tire damage from pothole on Hill Ave on 05/05/2025. 2020 Kia Sorento. Tire needs replacement.,Low,2025-05-05
CLM00401,Collision with deer on Spring St near Lowell on 24 days ago. 2020 Chevrolet Silverado has front-end damage including quarter panel and quarter panel. Police report available.,Medium,2025-09-11
CLM00402,Vehicle struck by falling branch during storm on 50 days ago. 2019 Audi A4 has damage to driver side door and windshield. Tree maintenance company notified.,Medium,2025-08-16
CLM00403,Tire damage from pothole on Summer St on 07/27/2025. 2020 Lexus RX. Tire needs replacement.,Low,2025-07-27
CLM00404,Small dent from hail storm on 11/16/2024. 2020 Toyota Camry parked at Malden Parking Garage. front bumper affected.,Low,2024-11-16
CLM00405,"Backed into pole in parking lot on 04/17/2025 at Hartford Parking Garage. 2019 Nissan Altima has dent in fender. My fault, estimated repair cost $3,500.",Medium,2025-04-17
CLM00406,"Minor bumper contact in parking garage on July 08, 2025. 2020 Chevrolet Silverado. Both parties exchanged information.",Low,2025-07-08
CLM00407,Broken rear bumper discovered on 92 days ago at Worcester Plaza. Likely vandalism while parked. 2020 GMC Sierra.,Low,2025-07-05
CLM00408,"My 2021 Volkswagen Jetta was struck by drunk driver on 148 days ago at Somerville Parking Garage. Extensive damage to quarter panel, headlight, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-05-10
CLM00409,Small scratch along hood noticed on 11/20/2024. Unknown cause. 2019 Nissan Altima parked at Providence Mall.,Low,2024-11-20
CLM00410,Small scratch along quarter panel noticed on 12/05/2024. Unknown cause. 2020 Kia Sorento parked at Newton Shopping Center.,Low,2024-12-05
CLM00411,"Backed into pole in parking lot on 301 days ago at Malden Parking Garage. 2019 Honda Accord has dent in fender. My fault, estimated repair cost $3,500.",Medium,2024-12-08
CLM00412,Broken hood discovered on 192 days ago at Newton Plaza. Likely vandalism while parked. 2021 Volkswagen Jetta.,Low,2025-03-27
CLM00413,"Shopping cart dent on rear bumper at Lynn shopping center on January 24, 2025. 2022 Acura MDX. Superficial damage only.",Low,2025-01-24
CLM00414,"Side-swiped on highway near Providence on November 02, 2024. 2022 BMW X5 has damage to fender and windshield. Other driver cited for unsafe lane change.",Medium,2024-11-02
CLM00415,Rear-ended at intersection of River Road and Union Street in Malden on 57 days ago. My 2018 Ford F-150 sustained moderate damage to driver side door. Police report filed.,Medium,2025-08-09
CLM00416,"Hit and run while parked on March 31, 2025 at Worcester Mall. 2021 Volkswagen Jetta has significant damage to windshield. Witnesses provided partial plate number.",Medium,2025-03-31
CLM00417,Broken hood discovered on 08/01/2025 at Lowell Shopping Center. Likely vandalism while parked. 2019 Nissan Altima.,Low,2025-08-01
CLM00418,Windshield chip from road debris on 2 days ago while driving on Pine Road. 2018 Jeep Wrangler. Small chip needs repair before it spreads.,Low,2025-10-03
CLM00419,Windshield chip from road debris on 02/15/2025 while driving on Highland Ave. 2021 Tesla Model 3. Small chip needs repair before it spreads.,Low,2025-02-15
CLM00420,"Minor bumper contact in parking garage on April 12, 2025. 2022 Acura MDX. Both parties exchanged information.",Low,2025-04-12
CLM00421,Minor scrape on hood while parking on 09/18/2025 at Providence Parking Garage. 2020 Kia Sorento. Paint transfer visible.,Low,2025-09-18
CLM00422,"My 2022 Mercedes-Benz C-Class was struck by drunk driver on 168 days ago at Quincy Shopping Center. Extensive damage to rear bumper, rear bumper, and frame. Police arrested other driver at scene. Vehicle likely totaled. Injuries sustained.",High,2025-04-20
CLM00423,Minor parking lot incident on 11/05/2024. Small scratch on quarter panel of my 2021 Volkswagen Jetta. No injuries. Other party left contact information.,Low,2024-11-05
CLM00424,Side-swiped on highway near Newton on 09/11/2025. 2020 Toyota Camry has damage to headlight and tail light. Other driver cited for unsafe lane change.,Medium,2025-09-11
CLM00425,Windshield chip from road debris on 157 days ago while driving on Park Ave. 2021 Tesla Model 3. Small chip needs repair before it spreads.,Low,2025-05-01
CLM00426,Vehicle struck by falling branch during storm on 109 days ago. 2020 Kia Sorento has damage to hood and windshield. Tree maintenance company notified.,Medium,2025-06-18
CLM00427,Collision with deer on Park Ave near Providence on 342 days ago. 2020 Toyota Camry has front-end damage including windshield and trunk. Police report available.,Medium,2024-10-28
CLM00428,"Vehicle damaged by shopping cart blown by wind on August 30, 2025. 2021 Volvo XC90 has dents on quarter panel. Security footage available.",Medium,2025-08-30
CLM00429,"Collision with deer on Broadway near Lynn on October 18, 2024. 2019 Audi A4 has front-end damage including front bumper and fender. Police report available.",Medium,2024-10-18
CLM00430,"Windshield chip from road debris on August 20, 2025 while driving on Park Ave. 2020 GMC Sierra. Small chip needs repair before it spreads.",Low,2025-08-20
CLM00431,Broken front bumper discovered on 207 days ago at Providence Mall. Likely vandalism while parked. 2021 Volvo XC90.,Low,2025-03-12
CLM00432,Small scratch along quarter panel noticed on 09/13/2025. Unknown cause. 2018 Ford F-150 parked at Medford Shopping Center.,Low,2025-09-13
CLM00433,"Collision with deer on Highland Ave near Hartford on July 17, 2025. 2020 Toyota Camry has front-end damage including front bumper and tail light. Police report available.",Medium,2025-07-17
CLM00434,"Shopping cart dent on quarter panel at Malden shopping center on June 15, 2025. 2018 Jeep Wrangler. Superficial damage only.",Low,2025-06-15
CLM00435,"Backed into pole in parking lot on April 05, 2025 at Providence Parking Garage. 2020 Chevrolet Silverado has dent in quarter panel. My fault, estimated repair cost $3,500.",Medium,2025-04-05
CLM00436,Minor bumper contact in parking garage on 217 days ago. 2020 Chevrolet Silverado. Both parties exchanged information.,Low,2025-03-02
CLM00437,"Tire damage from pothole on Highland Ave on November 11, 2024. 2020 GMC Sierra. Tire needs replacement.",Low,2024-11-11
CLM00438,Small scratch along trunk noticed on 251 days ago. Unknown cause. 2021 Volkswagen Jetta parked at Boston Parking Garage.,Low,2025-01-27
CLM00439,Small scratch along headlight noticed on 121 days ago. Unknown cause. 2019 Audi A4 parked at Newton Parking Garage.,Low,2025-06-06
CLM00440,"Small dent from hail storm on May 24, 2025. 2021 Mazda CX-5 parked at Lowell Plaza. passenger side affected.",Low,2025-05-24
CLM00441,"Shopping cart dent on quarter panel at Malden shopping center on January 02, 2025. 2019 Nissan Altima. Superficial damage only.",Low,2025-01-02
CLM00442,Vehicle damaged by shopping cart blown by wind on 148 days ago. 2021 Tesla Model 3 has dents on fender. Security footage available.,Medium,2025-05-10
CLM00443,"Tire damage from pothole on Oak Ave on November 07, 2024. 2021 Volkswagen Jetta. Tire needs replacement.",Low,2024-11-07
CLM00444,Small dent from hail storm on 09/28/2025. 2019 Honda Accord parked at Newton Shopping Center. rear bumper affected.,Low,2025-09-28
CLM00445,"Minor parking lot incident on August 19, 2025. Small scratch on rear bumper of my 2020 Kia Sorento. No injuries. Other party left contact information.",Low,2025-08-19
CLM00446,"Multi-vehicle pileup on 139 days ago on highway near Waltham. 2019 Nissan Altima sandwiched between two vehicles. Damage to front and rear including rear bumper, headlight, windshield. Major traffic incident with police investigation ongoing.",High,2025-05-19
CLM00447,"Tire damage from pothole on River Road on March 05, 2025. 2019 Infiniti Q50. Tire needs replacement.",Low,2025-03-05
CLM00448,Minor bumper contact in parking garage on 11/27/2024. 2021 Volvo XC90. Both parties exchanged information.,Low,2024-11-27
CLM00449,"Minor scrape on side mirror while parking on July 01, 2025 at Hartford Mall. 2022 BMW X5. Paint transfer visible.",Low,2025-07-01
CLM00450,"Hit by opening car door on April 10, 2025 at Hartford Parking Garage. Damage to front bumper of my 2020 Toyota Camry. Other party admitted fault.",Medium,2025-04-10
CLM00451,Side-swiped on highway near Cambridge on 05/16/2025. 2019 Infiniti Q50 has damage to rear bumper and passenger side. Other driver cited for unsafe lane change.,Medium,2025-05-16
CLM00452,"Bird damage to paint on hood on February 06, 2025. 2018 Ford F-150. Etching visible, needs touch-up.",Low,2025-02-06
CLM00453,"Tire damage from pothole on Main St on July 21, 2025. 2018 Dodge Ram. Tire needs replacement.",Low,2025-07-21
CLM00454,"Multi-vehicle pileup on 196 days ago on highway near Waltham. 2022 Acura MDX sandwiched between two vehicles. Damage to front and rear including windshield, side mirror, fender. Major traffic incident with police investigation ongoing.",High,2025-03-23
CLM00455,"URGENT: House fire at 6660 School Road, Worcester on 12 days ago. Kitchen completely destroyed. Smoke and fire damage throughout first floor. Estimated damage $50,000. Fire department report available. Family displaced.",High,2025-09-23
CLM00456,Collision with deer on Cedar Lane near Somerville on 131 days ago. 2022 BMW X5 has front-end damage including headlight and rear bumper. Police report available.,Medium,2025-05-27
CLM00457,Small dent from hail storm on 318 days ago. 2020 GMC Sierra parked at Springfield Plaza. passenger side affected.,Low,2024-11-21
CLM00458,Rear-ended at intersection of Broadway and Church St in Quincy on 304 days ago. My 2021 Tesla Model 3 sustained moderate damage to rear bumper. Police report filed.,Medium,2024-12-05
CLM00459,"Shopping cart dent on side mirror at Hartford shopping center on March 02, 2025. 2020 Subaru Outback. Superficial damage only.",Low,2025-03-02
CLM00460,"Vehicle struck by falling branch during storm on March 18, 2025. 2019 Honda Accord has damage to driver side door and windshield. Tree maintenance company notified.",Medium,2025-03-18
CLM00461,Minor parking lot incident on 02/16/2025. Small scratch on headlight of my 2021 Volkswagen Jetta. No injuries. Other party left contact information.,Low,2025-02-16
CLM00462,Small scratch along rear bumper noticed on 340 days ago. Unknown cause. 2019 Nissan Altima parked at Providence Parking Garage.,Low,2024-10-30
CLM00463,Fender bender on 149 days ago at Summer St in Waltham. 2019 Audi A4 damage to fender. Both drivers remained at scene.,Medium,2025-05-09
CLM00464,Tire damage from pothole on Cedar Lane on 12/28/2024. 2021 Volkswagen Jetta. Tire needs replacement.,Low,2024-12-28
CLM00465,"Bird damage to paint on hood on June 29, 2025. 2020 Kia Sorento. Etching visible, needs touch-up.",Low,2025-06-29
CLM00466,Minor collision at stoplight on 06/30/2025. 2019 Honda Accord bumped from behind. Damage to front bumper.,Medium,2025-06-30
CLM00467,"Minor scrape on windshield while parking on December 22, 2024 at Hartford Parking Garage. 2020 Subaru Outback. Paint transfer visible.",Low,2024-12-22
CLM00468,Minor scrape on windshield while parking on 09/11/2025 at Lowell Shopping Center. 2018 Ford F-150. Paint transfer visible.,Low,2025-09-11
CLM00469,Rear-ended at intersection of Highland Ave and Union Street in Quincy on 06/22/2025. My 2019 Honda Accord sustained moderate damage to trunk. Police report filed.,Medium,2025-06-22
CLM00470,Windshield chip from road debris on 01/20/2025 while driving on Elm Street. 2019 Honda Accord. Small chip needs repair before it spreads.,Low,2025-01-20
CLM00471,Minor parking lot incident on 11/02/2024. Small scratch on headlight of my 2018 Dodge Ram. No injuries. Other party left contact information.,Low,2024-11-02
CLM00472,Small dent from hail storm on 03/28/2025. 2022 BMW X5 parked at Medford Parking Garage. front bumper affected.,Low,2025-03-28
CLM00473,Minor parking lot incident on 364 days ago. Small scratch on quarter panel of my 2020 GMC Sierra. No injuries. Other party left contact information.,Low,2024-10-06
CLM00474,Minor parking lot incident on 10/22/2024. Small scratch on passenger side of my 2021 Volvo XC90. No injuries. Other party left contact information.,Low,2024-10-22
CLM00475,"Bird damage to paint on hood on 01/23/2025. 2018 Ford F-150. Etching visible, needs touch-up.",Low,2025-01-23
CLM00476,Hit and run while parked on 50 days ago at Quincy Plaza. 2020 Chevrolet Silverado has significant damage to hood. Witnesses provided partial plate number.,Medium,2025-08-16
CLM00477,Broken hood discovered on 11/22/2024 at Lynn Plaza. Likely vandalism while parked. 2021 Volvo XC90.,Low,2024-11-22
CLM00478,"Vehicle struck by falling branch during storm on December 11, 2024. 2021 Volkswagen Jetta has damage to front bumper and windshield. Tree maintenance company notified.",Medium,2024-12-11
CLM00479,"Hit and run while parked on July 12, 2025 at Hartford Plaza. 2020 Toyota Camry has significant damage to front bumper. Witnesses provided partial plate number.",Medium,2025-07-12
CLM00480,"Bird damage to paint on hood on December 13, 2024. 2020 Lexus RX. Etching visible, needs touch-up.",Low,2024-12-13
CLM00481,"Minor scrape on quarter panel while parking on February 06, 2025 at Brookline Shopping Center. 2019 Honda Accord. Paint transfer visible.",Low,2025-02-06
CLM00482,"Tree fell on 2019 Audi A4 during severe storm on 157 days ago at 4413 Highland Ave, Lynn. Roof crushed, all windows broken. Vehicle not drivable. Major structural damage. Storm damage claim.",High,2025-05-01
CLM00483,Minor parking lot incident on 64 days ago. Small scratch on rear bumper of my 2018 Dodge Ram. No injuries. Other party left contact information.,Low,2025-08-02
CLM00484,"Minor scrape on rear bumper while parking on March 16, 2025 at Waltham Plaza. 2022 Mercedes-Benz C-Class. Paint transfer visible.",Low,2025-03-16
CLM00485,Broken driver side door discovered on 275 days ago at Newton Plaza. Likely vandalism while parked. 2018 Ford F-150.,Low,2025-01-03
CLM00486,Tire damage from pothole on Oak Ave on 11/04/2024. 2020 Lexus RX. Tire needs replacement.,Low,2024-11-04
CLM00487,"Rear-ended at intersection of Lake Street and Broadway in Lynn on January 19, 2025. My 2020 Toyota Camry sustained moderate damage to windshield. Police report filed.",Medium,2025-01-19
CLM00488,Minor collision at stoplight on 232 days ago. 2021 Mazda CX-5 bumped from behind. Damage to tail light.,Medium,2025-02-15
CLM00489,Minor scrape on tail light while parking on 02/17/2025 at Hartford Shopping Center. 2019 Infiniti Q50. Paint transfer visible.,Low,2025-02-17
CLM00490,"Bird damage to paint on hood on March 30, 2025. 2022 Acura MDX. Etching visible, needs touch-up.",Low,2025-03-30
CLM00491,Total loss - 2019 Infiniti Q50 completely submerged during flooding on Maple Drive near Malden on 06/18/2025. Water reached dashboard level. Engine and interior destroyed. Vehicle not drivable. Towing required.,High,2025-06-18
CLM00492,"Tire damage from pothole on Main St on August 20, 2025. 2022 Acura MDX. Tire needs replacement.",Low,2025-08-20
CLM00493,Minor bumper contact in parking garage on 138 days ago. 2018 Dodge Ram. Both parties exchanged information.,Low,2025-05-20
CLM00494,"Backed into pole in parking lot on 132 days ago at Boston Plaza. 2018 Dodge Ram has dent in trunk. My fault, estimated repair cost $3,500.",Medium,2025-05-26
CLM00495,Minor collision at stoplight on 01/12/2025. 2020 Toyota Camry bumped from behind. Damage to hood.,Medium,2025-01-12
CLM00496,Small scratch along rear bumper noticed on 142 days ago. Unknown cause. 2020 Toyota Camry parked at Quincy Mall.,Low,2025-05-16
CLM00497,Hit by opening car door on 360 days ago at Providence Plaza. Damage to front bumper of my 2019 Hyundai Elantra. Other party admitted fault.,Medium,2024-10-10
CLM00498,Minor scrape on trunk while parking on 265 days ago at Hartford Parking Garage. 2019 Infiniti Q50. Paint transfer visible.,Low,2025-01-13
CLM00499,"Vehicle struck by falling branch during storm on July 12, 2025. 2018 Dodge Ram has damage to front bumper and windshield. Tree maintenance company notified.",Medium,2025-07-12
CLM00500,"Small scratch along hood noticed on September 19, 2025. Unknown cause. 2022 Mercedes-Benz C-Class parked at Lowell Mall.",Low,2025-09-19
